"","B_COUNTRY_ALPHA","Q46","Q49","Q274"
"58317","THA",3,5,3
"58318","THA",3,7,4
"58319","THA",2,7,0
"58320","THA",2,6,0
"58321","THA",2,5,0
"58322","THA",2,7,2
"58323","THA",2,5,4
"58324","THA",3,5,2
"58325","THA",2,2,0
"58326","THA",2,5,3
"58327","THA",2,4,5
"58328","THA",3,8,NA
"58329","THA",3,8,2
"58330","THA",1,8,0
"58331","THA",2,9,3
"58332","THA",3,6,0
"58333","THA",3,1,0
"58334","THA",3,1,2
"58335","THA",2,3,NA
"58336","THA",3,1,3
"58337","THA",3,5,2
"58338","THA",1,10,0
"58339","THA",1,10,NA
"58340","THA",1,10,NA
"58341","THA",1,10,2
"58342","THA",3,7,0
"58343","THA",2,5,1
"58344","THA",1,8,2
"58345","THA",1,6,0
"58346","THA",1,10,1
"58347","THA",1,9,0
"58348","THA",1,5,1
"58349","THA",1,4,0
"58350","THA",2,7,0
"58351","THA",1,6,NA
"58352","THA",1,10,0
"58353","THA",1,7,0
"58354","THA",1,9,2
"58355","THA",2,8,5
"58356","THA",3,7,NA
"58357","THA",3,5,0
"58358","THA",3,6,0
"58359","THA",2,8,2
"58360","THA",2,8,0
"58361","THA",3,8,0
"58362","THA",1,7,2
"58363","THA",2,7,1
"58364","THA",2,6,2
"58365","THA",3,5,0
"58366","THA",2,5,0
"58367","THA",2,5,3
"58368","THA",3,10,0
"58369","THA",2,8,0
"58370","THA",2,7,0
"58371","THA",3,1,2
"58372","THA",3,7,2
"58373","THA",1,7,2
"58374","THA",3,4,3
"58375","THA",1,5,0
"58376","THA",2,5,NA
"58377","THA",1,6,NA
"58378","THA",2,7,NA
"58379","THA",1,5,4
"58380","THA",3,6,NA
"58381","THA",2,5,NA
"58382","THA",2,8,NA
"58383","THA",1,5,3
"58384","THA",1,7,0
"58385","THA",1,5,0
"58386","THA",1,6,0
"58387","THA",2,6,0
"58388","THA",2,8,0
"58389","THA",3,6,NA
"58390","THA",2,9,2
"58391","THA",3,4,3
"58392","THA",2,4,1
"58393","THA",2,5,0
"58394","THA",1,5,0
"58395","THA",2,8,0
"58396","THA",2,7,0
"58397","THA",3,3,0
"58398","THA",2,7,1
"58399","THA",2,8,0
"58400","THA",1,9,6
"58401","THA",1,7,0
"58402","THA",4,6,0
"58403","THA",4,7,2
"58404","THA",3,7,6
"58405","THA",3,7,0
"58406","THA",4,5,0
"58407","THA",1,8,0
"58408","THA",2,8,0
"58409","THA",2,10,3
"58410","THA",2,8,1
"58411","THA",4,7,0
"58412","THA",3,5,5
"58413","THA",2,5,2
"58414","THA",2,6,0
"58415","THA",2,8,0
"58416","THA",3,6,3
"58417","THA",3,8,4
"58418","THA",1,9,2
"58419","THA",3,5,4
"58420","THA",2,9,3
"58421","THA",2,9,NA
"58422","THA",2,4,1
"58423","THA",2,9,0
"58424","THA",2,7,6
"58425","THA",1,8,6
"58426","THA",2,5,0
"58427","THA",2,7,NA
"58428","THA",1,5,0
"58429","THA",2,6,2
"58430","THA",2,7,1
"58431","THA",2,6,0
"58432","THA",1,5,2
"58433","THA",2,10,3
"58434","THA",1,7,3
"58435","THA",3,6,3
"58436","THA",2,6,0
"58437","THA",2,8,2
"58438","THA",2,8,3
"58439","THA",3,3,4
"58440","THA",2,4,0
"58441","THA",2,10,4
"58442","THA",1,5,2
"58443","THA",2,4,NA
"58444","THA",2,7,0
"58445","THA",1,4,NA
"58446","THA",2,6,NA
"58447","THA",3,7,3
"58448","THA",2,10,0
"58449","THA",3,7,4
"58450","THA",2,7,0
"58451","THA",3,6,0
"58452","THA",3,8,3
"58453","THA",3,8,NA
"58454","THA",3,8,NA
"58455","THA",3,8,1
"58456","THA",3,8,3
"58457","THA",3,8,3
"58458","THA",3,8,2
"58459","THA",3,8,2
"58460","THA",2,8,4
"58461","THA",3,8,1
"58462","THA",3,8,NA
"58463","THA",3,8,NA
"58464","THA",3,8,2
"58465","THA",2,4,1
"58466","THA",1,4,3
"58467","THA",3,7,3
"58468","THA",2,6,3
"58469","THA",2,8,0
"58470","THA",3,4,2
"58471","THA",2,5,2
"58472","THA",1,5,4
"58473","THA",1,7,2
"58474","THA",1,6,4
"58475","THA",1,5,1
"58476","THA",1,5,0
"58477","THA",1,9,0
"58478","THA",2,7,1
"58479","THA",2,4,0
"58480","THA",1,9,0
"58481","THA",2,6,2
"58482","THA",1,7,0
"58483","THA",3,5,2
"58484","THA",2,7,0
"58485","THA",2,8,0
"58486","THA",2,5,0
"58487","THA",1,5,0
"58488","THA",2,7,0
"58489","THA",1,10,NA
"58490","THA",2,5,2
"58491","THA",2,9,0
"58492","THA",2,9,3
"58493","THA",1,5,2
"58494","THA",1,10,3
"58495","THA",2,5,1
"58496","THA",3,6,0
"58497","THA",3,5,0
"58498","THA",2,8,2
"58499","THA",3,5,2
"58500","THA",2,7,2
"58501","THA",1,3,NA
"58502","THA",2,5,2
"58503","THA",2,10,NA
"58504","THA",2,10,0
"58505","THA",3,2,2
"58506","THA",3,10,NA
"58507","THA",2,9,3
"58508","THA",2,8,2
"58509","THA",3,8,3
"58510","THA",1,4,NA
"58511","THA",1,10,2
"58512","THA",2,7,0
"58513","THA",2,5,2
"58514","THA",1,5,0
"58515","THA",1,10,6
"58516","THA",1,10,4
"58517","THA",1,1,2
"58518","THA",1,5,2
"58519","THA",1,10,NA
"58520","THA",2,9,5
"58521","THA",2,8,3
"58522","TJK",1,5,3
"58523","TJK",2,3,3
"58524","TJK",2,5,2
"58525","TJK",2,5,2
"58526","TJK",3,4,1
"58527","TJK",1,10,2
"58528","TJK",1,5,0
"58529","TJK",2,10,3
"58530","TJK",1,10,8
"58531","TJK",1,10,0
"58532","TJK",1,10,2
"58533","TJK",1,10,4
"58534","TJK",1,4,0
"58535","TJK",1,10,5
"58536","TJK",1,10,2
"58537","TJK",1,10,3
"58538","TJK",1,10,4
"58539","TJK",1,10,6
"58540","TJK",1,10,4
"58541","TJK",1,10,2
"58542","TJK",1,10,2
"58543","TJK",1,10,4
"58544","TJK",1,10,5
"58545","TJK",1,10,3
"58546","TJK",1,10,2
"58547","TJK",1,10,2
"58548","TJK",1,10,2
"58549","TJK",1,10,2
"58550","TJK",1,10,7
"58551","TJK",1,10,1
"58552","TJK",1,10,2
"58553","TJK",1,10,3
"58554","TJK",2,10,5
"58555","TJK",1,10,0
"58556","TJK",1,10,4
"58557","TJK",1,10,6
"58558","TJK",1,10,2
"58559","TJK",1,10,2
"58560","TJK",1,10,4
"58561","TJK",2,10,4
"58562","TJK",2,7,1
"58563","TJK",1,6,0
"58564","TJK",2,8,1
"58565","TJK",2,9,3
"58566","TJK",1,9,5
"58567","TJK",1,6,0
"58568","TJK",2,6,3
"58569","TJK",2,10,3
"58570","TJK",3,8,3
"58571","TJK",1,9,3
"58572","TJK",2,7,3
"58573","TJK",1,8,3
"58574","TJK",2,7,3
"58575","TJK",1,8,4
"58576","TJK",1,8,1
"58577","TJK",2,8,2
"58578","TJK",2,8,0
"58579","TJK",2,9,0
"58580","TJK",2,7,4
"58581","TJK",1,8,2
"58582","TJK",1,10,2
"58583","TJK",2,10,2
"58584","TJK",1,10,0
"58585","TJK",3,4,0
"58586","TJK",1,10,3
"58587","TJK",1,10,0
"58588","TJK",1,10,4
"58589","TJK",1,10,2
"58590","TJK",1,10,3
"58591","TJK",2,10,1
"58592","TJK",1,10,0
"58593","TJK",1,8,4
"58594","TJK",1,10,0
"58595","TJK",1,10,0
"58596","TJK",1,10,1
"58597","TJK",1,9,4
"58598","TJK",1,10,0
"58599","TJK",1,10,0
"58600","TJK",1,10,0
"58601","TJK",1,10,3
"58602","TJK",2,9,5
"58603","TJK",3,4,2
"58604","TJK",3,5,0
"58605","TJK",2,7,0
"58606","TJK",2,7,2
"58607","TJK",1,8,3
"58608","TJK",1,7,3
"58609","TJK",3,4,2
"58610","TJK",3,4,2
"58611","TJK",1,8,0
"58612","TJK",2,9,4
"58613","TJK",1,7,3
"58614","TJK",2,7,4
"58615","TJK",1,7,2
"58616","TJK",1,7,0
"58617","TJK",2,5,2
"58618","TJK",1,7,2
"58619","TJK",1,7,3
"58620","TJK",2,6,3
"58621","TJK",1,8,3
"58622","TJK",1,8,0
"58623","TJK",1,8,5
"58624","TJK",2,5,2
"58625","TJK",2,8,3
"58626","TJK",2,6,2
"58627","TJK",1,8,3
"58628","TJK",2,8,0
"58629","TJK",1,8,3
"58630","TJK",1,9,0
"58631","TJK",2,3,1
"58632","TJK",2,10,4
"58633","TJK",2,10,4
"58634","TJK",1,10,0
"58635","TJK",2,5,0
"58636","TJK",1,10,2
"58637","TJK",1,10,1
"58638","TJK",1,10,2
"58639","TJK",1,9,2
"58640","TJK",1,10,4
"58641","TJK",1,10,4
"58642","TJK",2,6,2
"58643","TJK",1,7,0
"58644","TJK",2,8,2
"58645","TJK",1,4,2
"58646","TJK",1,8,3
"58647","TJK",1,10,2
"58648","TJK",2,7,3
"58649","TJK",1,7,3
"58650","TJK",1,6,0
"58651","TJK",2,7,1
"58652","TJK",2,7,0
"58653","TJK",2,6,4
"58654","TJK",1,8,2
"58655","TJK",1,8,3
"58656","TJK",1,8,0
"58657","TJK",2,6,2
"58658","TJK",2,7,4
"58659","TJK",1,7,3
"58660","TJK",1,9,1
"58661","TJK",2,7,0
"58662","TJK",1,10,3
"58663","TJK",1,6,2
"58664","TJK",1,8,4
"58665","TJK",1,8,1
"58666","TJK",2,6,0
"58667","TJK",1,8,4
"58668","TJK",2,7,0
"58669","TJK",2,8,3
"58670","TJK",2,8,0
"58671","TJK",2,8,2
"58672","TJK",1,1,0
"58673","TJK",1,9,0
"58674","TJK",2,5,2
"58675","TJK",1,6,0
"58676","TJK",1,10,0
"58677","TJK",2,10,0
"58678","TJK",3,10,0
"58679","TJK",2,10,0
"58680","TJK",1,10,2
"58681","TJK",1,10,0
"58682","TJK",1,4,0
"58683","TJK",3,10,0
"58684","TJK",1,10,0
"58685","TJK",2,10,0
"58686","TJK",1,10,0
"58687","TJK",2,10,0
"58688","TJK",2,10,0
"58689","TJK",2,10,0
"58690","TJK",2,10,0
"58691","TJK",2,10,0
"58692","TJK",1,10,0
"58693","TJK",1,10,3
"58694","TJK",1,10,3
"58695","TJK",1,10,3
"58696","TJK",1,10,0
"58697","TJK",1,10,0
"58698","TJK",1,10,4
"58699","TJK",1,10,3
"58700","TJK",1,10,3
"58701","TJK",1,10,0
"58702","TJK",1,6,0
"58703","TJK",2,6,1
"58704","TJK",1,7,4
"58705","TJK",1,5,2
"58706","TJK",2,6,2
"58707","TJK",2,7,4
"58708","TJK",2,5,3
"58709","TJK",1,5,0
"58710","TJK",1,7,3
"58711","TJK",2,7,5
"58712","TJK",1,8,5
"58713","TJK",1,9,1
"58714","TJK",1,7,0
"58715","TJK",1,8,0
"58716","TJK",1,1,1
"58717","TJK",1,10,1
"58718","TJK",1,10,3
"58719","TJK",1,10,1
"58720","TJK",3,6,4
"58721","TJK",2,10,0
"58722","TJK",1,10,0
"58723","TJK",1,10,0
"58724","TJK",1,10,1
"58725","TJK",1,10,0
"58726","TJK",1,10,5
"58727","TJK",1,10,3
"58728","TJK",1,10,4
"58729","TJK",3,5,3
"58730","TJK",1,10,0
"58731","TJK",1,10,0
"58732","TJK",1,9,4
"58733","TJK",1,10,1
"58734","TJK",2,10,5
"58735","TJK",1,10,0
"58736","TJK",1,10,0
"58737","TJK",1,10,3
"58738","TJK",1,10,0
"58739","TJK",3,10,4
"58740","TJK",1,10,2
"58741","TJK",1,10,0
"58742","TJK",2,7,0
"58743","TJK",1,10,0
"58744","TJK",2,5,5
"58745","TJK",1,10,5
"58746","TJK",2,10,0
"58747","TJK",1,7,1
"58748","TJK",2,8,0
"58749","TJK",1,6,0
"58750","TJK",1,5,0
"58751","TJK",1,10,0
"58752","TJK",1,7,4
"58753","TJK",2,7,4
"58754","TJK",2,6,3
"58755","TJK",2,5,0
"58756","TJK",2,7,3
"58757","TJK",2,10,5
"58758","TJK",2,7,4
"58759","TJK",1,6,4
"58760","TJK",2,7,3
"58761","TJK",4,5,0
"58762","TJK",1,10,4
"58763","TJK",2,5,5
"58764","TJK",1,10,0
"58765","TJK",3,5,4
"58766","TJK",2,8,3
"58767","TJK",1,9,5
"58768","TJK",2,6,2
"58769","TJK",2,8,0
"58770","TJK",1,5,5
"58771","TJK",2,4,3
"58772","TJK",2,10,1
"58773","TJK",1,9,0
"58774","TJK",2,6,0
"58775","TJK",1,8,0
"58776","TJK",2,6,1
"58777","TJK",2,6,4
"58778","TJK",2,6,0
"58779","TJK",1,6,0
"58780","TJK",2,6,0
"58781","TJK",2,6,2
"58782","TJK",1,5,3
"58783","TJK",1,10,0
"58784","TJK",1,8,0
"58785","TJK",1,7,0
"58786","TJK",1,10,3
"58787","TJK",1,10,4
"58788","TJK",1,10,4
"58789","TJK",1,5,3
"58790","TJK",1,10,4
"58791","TJK",1,10,4
"58792","TJK",1,6,4
"58793","TJK",1,6,2
"58794","TJK",2,6,0
"58795","TJK",2,7,0
"58796","TJK",2,8,2
"58797","TJK",1,5,0
"58798","TJK",1,7,4
"58799","TJK",2,8,0
"58800","TJK",1,7,4
"58801","TJK",2,9,3
"58802","TJK",1,8,0
"58803","TJK",1,8,4
"58804","TJK",2,8,0
"58805","TJK",1,6,0
"58806","TJK",3,5,4
"58807","TJK",1,6,5
"58808","TJK",2,6,0
"58809","TJK",2,6,2
"58810","TJK",1,10,4
"58811","TJK",1,9,4
"58812","TJK",1,7,3
"58813","TJK",2,8,6
"58814","TJK",2,7,0
"58815","TJK",1,7,0
"58816","TJK",1,7,6
"58817","TJK",1,5,3
"58818","TJK",1,7,3
"58819","TJK",2,8,2
"58820","TJK",2,6,6
"58821","TJK",3,10,6
"58822","TJK",1,10,3
"58823","TJK",1,10,4
"58824","TJK",2,10,0
"58825","TJK",1,10,4
"58826","TJK",1,8,3
"58827","TJK",1,10,1
"58828","TJK",1,10,4
"58829","TJK",2,8,4
"58830","TJK",1,8,0
"58831","TJK",2,10,0
"58832","TJK",1,7,4
"58833","TJK",1,10,0
"58834","TJK",1,10,2
"58835","TJK",1,10,4
"58836","TJK",1,10,2
"58837","TJK",2,7,0
"58838","TJK",2,5,4
"58839","TJK",1,6,1
"58840","TJK",2,5,3
"58841","TJK",2,6,1
"58842","TJK",2,9,5
"58843","TJK",1,8,4
"58844","TJK",1,6,0
"58845","TJK",2,7,3
"58846","TJK",1,10,4
"58847","TJK",1,10,5
"58848","TJK",1,10,0
"58849","TJK",1,10,3
"58850","TJK",1,10,3
"58851","TJK",1,10,3
"58852","TJK",1,9,3
"58853","TJK",1,7,5
"58854","TJK",1,7,0
"58855","TJK",1,7,4
"58856","TJK",1,9,0
"58857","TJK",1,10,0
"58858","TJK",1,9,1
"58859","TJK",1,4,0
"58860","TJK",1,9,0
"58861","TJK",1,5,0
"58862","TJK",1,10,1
"58863","TJK",1,6,4
"58864","TJK",1,10,3
"58865","TJK",1,5,2
"58866","TJK",1,6,1
"58867","TJK",2,6,3
"58868","TJK",1,6,4
"58869","TJK",2,6,4
"58870","TJK",1,5,2
"58871","TJK",2,6,0
"58872","TJK",4,4,2
"58873","TJK",1,10,4
"58874","TJK",2,8,0
"58875","TJK",1,7,0
"58876","TJK",2,7,2
"58877","TJK",1,7,3
"58878","TJK",2,8,0
"58879","TJK",2,7,3
"58880","TJK",2,7,0
"58881","TJK",2,5,0
"58882","TJK",1,6,4
"58883","TJK",2,8,0
"58884","TJK",1,7,0
"58885","TJK",1,6,2
"58886","TJK",1,5,2
"58887","TJK",1,10,4
"58888","TJK",2,5,0
"58889","TJK",1,8,0
"58890","TJK",1,10,0
"58891","TJK",1,10,2
"58892","TJK",1,10,6
"58893","TJK",1,10,0
"58894","TJK",1,10,2
"58895","TJK",1,10,3
"58896","TJK",1,10,3
"58897","TJK",1,10,0
"58898","TJK",1,10,1
"58899","TJK",1,10,0
"58900","TJK",1,10,0
"58901","TJK",1,10,0
"58902","TJK",1,10,0
"58903","TJK",1,10,2
"58904","TJK",1,5,0
"58905","TJK",1,10,3
"58906","TJK",1,5,3
"58907","TJK",2,10,0
"58908","TJK",1,10,0
"58909","TJK",1,10,4
"58910","TJK",1,5,0
"58911","TJK",1,7,3
"58912","TJK",1,10,0
"58913","TJK",1,10,5
"58914","TJK",1,10,0
"58915","TJK",1,10,0
"58916","TJK",1,6,2
"58917","TJK",3,10,0
"58918","TJK",1,10,2
"58919","TJK",2,10,3
"58920","TJK",1,10,0
"58921","TJK",1,10,2
"58922","TJK",2,10,3
"58923","TJK",1,10,3
"58924","TJK",2,4,0
"58925","TJK",1,10,0
"58926","TJK",1,6,6
"58927","TJK",2,10,0
"58928","TJK",1,6,4
"58929","TJK",1,10,0
"58930","TJK",2,10,4
"58931","TJK",1,8,0
"58932","TJK",1,8,0
"58933","TJK",1,8,0
"58934","TJK",1,9,0
"58935","TJK",1,8,3
"58936","TJK",2,9,5
"58937","TJK",2,7,4
"58938","TJK",2,7,0
"58939","TJK",2,8,0
"58940","TJK",1,7,0
"58941","TJK",1,7,3
"58942","TJK",1,6,0
"58943","TJK",2,8,5
"58944","TJK",1,7,0
"58945","TJK",1,7,0
"58946","TJK",2,6,0
"58947","TJK",1,7,0
"58948","TJK",2,6,0
"58949","TJK",2,7,4
"58950","TJK",1,7,3
"58951","TJK",1,6,2
"58952","TJK",1,9,3
"58953","TJK",3,4,1
"58954","TJK",2,7,4
"58955","TJK",1,6,1
"58956","TJK",1,8,3
"58957","TJK",1,6,0
"58958","TJK",1,6,3
"58959","TJK",1,9,3
"58960","TJK",1,7,0
"58961","TJK",1,9,4
"58962","TJK",1,7,3
"58963","TJK",1,8,2
"58964","TJK",1,8,4
"58965","TJK",2,9,0
"58966","TJK",1,8,2
"58967","TJK",1,7,4
"58968","TJK",2,9,1
"58969","TJK",2,9,3
"58970","TJK",2,9,5
"58971","TJK",1,9,3
"58972","TJK",2,7,2
"58973","TJK",2,7,3
"58974","TJK",1,8,0
"58975","TJK",1,7,2
"58976","TJK",2,8,3
"58977","TJK",1,7,5
"58978","TJK",1,7,3
"58979","TJK",2,7,3
"58980","TJK",1,6,2
"58981","TJK",1,9,4
"58982","TJK",2,8,2
"58983","TJK",1,8,3
"58984","TJK",1,7,3
"58985","TJK",1,6,2
"58986","TJK",1,9,3
"58987","TJK",1,9,0
"58988","TJK",1,8,3
"58989","TJK",1,8,2
"58990","TJK",1,8,4
"58991","TJK",1,9,3
"58992","TJK",1,7,5
"58993","TJK",2,6,2
"58994","TJK",2,8,2
"58995","TJK",1,10,3
"58996","TJK",1,8,3
"58997","TJK",1,6,0
"58998","TJK",3,5,4
"58999","TJK",1,8,5
"59000","TJK",3,8,4
"59001","TJK",1,5,2
"59002","TJK",1,4,1
"59003","TJK",1,5,1
"59004","TJK",1,6,4
"59005","TJK",2,8,1
"59006","TJK",2,9,4
"59007","TJK",2,7,1
"59008","TJK",2,5,4
"59009","TJK",3,3,4
"59010","TJK",2,7,2
"59011","TJK",2,8,3
"59012","TJK",2,10,4
"59013","TJK",2,10,3
"59014","TJK",2,10,2
"59015","TJK",2,10,3
"59016","TJK",1,10,3
"59017","TJK",1,10,3
"59018","TJK",1,10,2
"59019","TJK",1,10,4
"59020","TJK",1,10,2
"59021","TJK",2,10,1
"59022","TJK",1,8,3
"59023","TJK",1,6,5
"59024","TJK",1,8,3
"59025","TJK",1,8,1
"59026","TJK",1,7,4
"59027","TJK",1,7,4
"59028","TJK",1,8,4
"59029","TJK",1,5,4
"59030","TJK",1,8,4
"59031","TJK",3,5,3
"59032","TJK",2,8,4
"59033","TJK",1,4,1
"59034","TJK",1,7,4
"59035","TJK",2,5,5
"59036","TJK",1,5,3
"59037","TJK",1,9,4
"59038","TJK",2,8,4
"59039","TJK",2,5,4
"59040","TJK",2,9,1
"59041","TJK",2,8,3
"59042","TJK",1,7,3
"59043","TJK",1,8,4
"59044","TJK",1,9,0
"59045","TJK",1,8,1
"59046","TJK",3,8,2
"59047","TJK",2,7,4
"59048","TJK",1,9,3
"59049","TJK",1,9,1
"59050","TJK",1,8,0
"59051","TJK",1,8,4
"59052","TJK",2,6,2
"59053","TJK",1,5,3
"59054","TJK",1,5,2
"59055","TJK",1,9,4
"59056","TJK",1,3,10
"59057","TJK",1,6,5
"59058","TJK",1,7,3
"59059","TJK",1,9,4
"59060","TJK",2,7,5
"59061","TJK",1,6,2
"59062","TJK",1,5,3
"59063","TJK",1,8,3
"59064","TJK",1,8,2
"59065","TJK",1,9,6
"59066","TJK",1,9,3
"59067","TJK",1,9,0
"59068","TJK",2,8,3
"59069","TJK",2,7,7
"59070","TJK",2,9,3
"59071","TJK",1,10,3
"59072","TJK",4,8,1
"59073","TJK",1,8,4
"59074","TJK",1,8,2
"59075","TJK",2,8,3
"59076","TJK",2,6,0
"59077","TJK",2,7,4
"59078","TJK",1,8,8
"59079","TJK",2,8,1
"59080","TJK",3,7,2
"59081","TJK",1,8,4
"59082","TJK",2,7,1
"59083","TJK",2,9,1
"59084","TJK",1,9,3
"59085","TJK",1,8,2
"59086","TJK",1,9,3
"59087","TJK",1,7,4
"59088","TJK",1,9,3
"59089","TJK",2,9,4
"59090","TJK",2,7,4
"59091","TJK",2,8,3
"59092","TJK",1,9,2
"59093","TJK",1,8,1
"59094","TJK",1,9,3
"59095","TJK",2,8,3
"59096","TJK",1,9,4
"59097","TJK",2,8,2
"59098","TJK",1,9,4
"59099","TJK",2,7,4
"59100","TJK",1,9,5
"59101","TJK",2,8,3
"59102","TJK",1,9,3
"59103","TJK",1,8,2
"59104","TJK",1,8,3
"59105","TJK",1,8,3
"59106","TJK",1,9,3
"59107","TJK",1,8,2
"59108","TJK",2,8,3
"59109","TJK",1,9,2
"59110","TJK",1,9,2
"59111","TJK",1,9,1
"59112","TJK",1,9,2
"59113","TJK",1,7,3
"59114","TJK",2,7,3
"59115","TJK",1,8,3
"59116","TJK",1,8,3
"59117","TJK",1,6,3
"59118","TJK",2,8,3
"59119","TJK",2,7,4
"59120","TJK",2,7,4
"59121","TJK",2,7,4
"59122","TJK",2,5,3
"59123","TJK",1,8,0
"59124","TJK",1,8,3
"59125","TJK",1,5,4
"59126","TJK",2,8,4
"59127","TJK",1,8,4
"59128","TJK",2,8,0
"59129","TJK",2,7,3
"59130","TJK",2,8,4
"59131","TJK",3,6,2
"59132","TJK",3,8,4
"59133","TJK",1,10,4
"59134","TJK",1,10,2
"59135","TJK",1,10,2
"59136","TJK",2,9,4
"59137","TJK",1,7,4
"59138","TJK",1,10,4
"59139","TJK",2,10,3
"59140","TJK",2,7,4
"59141","TJK",1,8,2
"59142","TJK",1,3,3
"59143","TJK",1,9,2
"59144","TJK",1,6,6
"59145","TJK",1,6,5
"59146","TJK",2,5,3
"59147","TJK",1,9,3
"59148","TJK",1,5,4
"59149","TJK",1,8,3
"59150","TJK",1,7,3
"59151","TJK",3,5,4
"59152","TJK",1,6,4
"59153","TJK",1,6,4
"59154","TJK",2,7,1
"59155","TJK",1,7,2
"59156","TJK",2,7,4
"59157","TJK",1,6,3
"59158","TJK",1,7,4
"59159","TJK",1,7,4
"59160","TJK",2,8,4
"59161","TJK",2,9,1
"59162","TJK",1,10,4
"59163","TJK",1,5,2
"59164","TJK",1,9,2
"59165","TJK",1,8,4
"59166","TJK",1,7,4
"59167","TJK",1,8,2
"59168","TJK",1,10,3
"59169","TJK",2,10,4
"59170","TJK",1,8,4
"59171","TJK",2,10,3
"59172","TJK",3,7,2
"59173","TJK",1,9,2
"59174","TJK",1,10,3
"59175","TJK",1,10,2
"59176","TJK",3,5,2
"59177","TJK",2,5,3
"59178","TJK",1,10,4
"59179","TJK",1,10,0
"59180","TJK",1,9,4
"59181","TJK",2,9,0
"59182","TJK",1,3,0
"59183","TJK",1,8,4
"59184","TJK",2,8,4
"59185","TJK",2,8,1
"59186","TJK",2,7,4
"59187","TJK",2,7,4
"59188","TJK",1,8,3
"59189","TJK",1,6,0
"59190","TJK",3,5,5
"59191","TJK",2,7,3
"59192","TJK",2,8,1
"59193","TJK",2,8,1
"59194","TJK",1,6,1
"59195","TJK",3,7,1
"59196","TJK",2,6,3
"59197","TJK",1,8,2
"59198","TJK",1,9,2
"59199","TJK",2,4,4
"59200","TJK",1,3,4
"59201","TJK",1,9,2
"59202","TJK",1,10,2
"59203","TJK",1,9,1
"59204","TJK",3,6,2
"59205","TJK",1,7,4
"59206","TJK",2,5,4
"59207","TJK",2,8,3
"59208","TJK",2,7,3
"59209","TJK",1,8,1
"59210","TJK",1,6,3
"59211","TJK",2,7,3
"59212","TJK",3,6,1
"59213","TJK",1,8,5
"59214","TJK",2,3,1
"59215","TJK",1,8,2
"59216","TJK",2,5,2
"59217","TJK",2,3,3
"59218","TJK",1,4,3
"59219","TJK",3,7,1
"59220","TJK",2,6,0
"59221","TJK",1,7,1
"59222","TJK",1,9,1
"59223","TJK",1,8,4
"59224","TJK",2,10,2
"59225","TJK",1,9,1
"59226","TJK",1,6,4
"59227","TJK",1,7,4
"59228","TJK",2,5,1
"59229","TJK",1,6,0
"59230","TJK",3,5,2
"59231","TJK",2,8,3
"59232","TJK",2,5,5
"59233","TJK",1,9,0
"59234","TJK",2,7,0
"59235","TJK",3,3,3
"59236","TJK",1,5,3
"59237","TJK",3,4,2
"59238","TJK",1,9,4
"59239","TJK",3,6,4
"59240","TJK",2,7,2
"59241","TJK",1,10,4
"59242","TJK",2,6,2
"59243","TJK",2,5,2
"59244","TJK",2,6,3
"59245","TJK",2,6,2
"59246","TJK",2,6,4
"59247","TJK",2,6,4
"59248","TJK",2,8,0
"59249","TJK",2,6,4
"59250","TJK",1,6,2
"59251","TJK",1,5,4
"59252","TJK",2,10,5
"59253","TJK",2,10,2
"59254","TJK",1,10,3
"59255","TJK",2,10,3
"59256","TJK",1,10,4
"59257","TJK",1,10,2
"59258","TJK",2,10,1
"59259","TJK",1,10,0
"59260","TJK",1,10,3
"59261","TJK",1,10,4
"59262","TJK",2,9,1
"59263","TJK",1,5,0
"59264","TJK",1,9,4
"59265","TJK",2,9,1
"59266","TJK",1,9,3
"59267","TJK",1,9,2
"59268","TJK",1,9,2
"59269","TJK",1,10,4
"59270","TJK",2,8,4
"59271","TJK",1,10,3
"59272","TJK",3,10,3
"59273","TJK",1,9,3
"59274","TJK",1,9,4
"59275","TJK",1,9,2
"59276","TJK",1,9,2
"59277","TJK",2,5,2
"59278","TJK",1,10,5
"59279","TJK",1,8,4
"59280","TJK",1,8,3
"59281","TJK",1,10,7
"59282","TJK",1,9,6
"59283","TJK",1,9,4
"59284","TJK",2,10,3
"59285","TJK",1,10,6
"59286","TJK",1,8,4
"59287","TJK",1,8,3
"59288","TJK",1,10,4
"59289","TJK",2,8,3
"59290","TJK",1,10,3
"59291","TJK",1,10,4
"59292","TJK",2,8,2
"59293","TJK",3,6,4
"59294","TJK",1,9,4
"59295","TJK",1,9,0
"59296","TJK",1,8,4
"59297","TJK",1,7,4
"59298","TJK",1,9,5
"59299","TJK",1,8,0
"59300","TJK",1,8,2
"59301","TJK",2,7,3
"59302","TJK",1,8,10
"59303","TJK",1,8,3
"59304","TJK",1,9,3
"59305","TJK",1,8,4
"59306","TJK",2,8,4
"59307","TJK",1,8,3
"59308","TJK",2,8,3
"59309","TJK",1,8,3
"59310","TJK",1,9,0
"59311","TJK",1,8,2
"59312","TJK",2,8,2
"59313","TJK",1,8,2
"59314","TJK",1,8,3
"59315","TJK",2,7,4
"59316","TJK",2,7,3
"59317","TJK",1,9,0
"59318","TJK",1,9,4
"59319","TJK",2,8,5
"59320","TJK",1,9,4
"59321","TJK",1,8,2
"59322","TJK",1,6,4
"59323","TJK",1,6,3
"59324","TJK",1,10,3
"59325","TJK",1,6,0
"59326","TJK",1,5,1
